ID,dialect,valency_pattern,encoding,verb_meaning,verb_evenki,corpus,coord_etc,verb_comment,arg_comment1,other_comments,place,collection,dialectal_group,text,speakers,genre,place_corp,region,dialect_corp,subdialect_corp,collector,source,title,year,year_from,year_to,speaker,gender,latin,cyrillic,translation_rus,translation_eng,translation_de,comment_corpus,transcribed_by
ex_2063,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,caus,,,Kemchug_river,Barhahan_R,Southern_sh,Il_191X_ChildWasEaten_nar,Il,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Il_191X_ChildWasEaten_nar.003 (001.003),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Aši jurən dʼudukpi, kuŋakani iniwrən, da kuŋakani šuruwrən dʼulawi.",ND,"Баба вышла из юрты, ребенка сняла с вьюка и унесла ребенка в юрту.",ND,ND,"[StN] шуруˊһрен, іныˊhрен - ?? сняла с вьюка or навьючила?",[transcribed_by: ...]
ex_2064,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_MyFatherAndThreeRussians_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_MyFatherAndThreeRussians_nar.109 (001.109),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Jenisejskala Pididuk šururəp orološin natalašil.,ND,В Енисейск с р. Пид идем на оленях нартами.,ND,ND,[StN] natal (not -r) ? -sin ?,[transcribed_by: ...]
ex_2065,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_MyGrandfatherFoundMoney_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_MyGrandfatherFoundMoney_nar.057 (001.057),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Dʼawkačandu sohošinə da šururə kladbišʼal.,ND,В лодочку зачерпнули [труп] и ушли [унесли его] на кладбище.,ND,ND,[StN] šuru- - carry?,[transcribed_by: ...]
ex_2066,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_HuntingFragment_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_HuntingFragment_nar.339 (001.339),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Wasilij Kuričin aminin šururan prijskaldula — dʼuktə šururə.,ND,"Василий Курочкин, его отец пошел на прииски — они вдвоем пошли.",ND,ND,,[transcribed_by: ...]
ex_2067,Barhahan,leave_LOC,LOC,leave,suru,manuscr,yes,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_WengentyMountain_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_WengentyMountain_nar.016 (001.016),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Nʼaɣnidʼašindawi owilaši šurumnərə Kadirala Pidila.,ND,"Весной [когда снег начинает таять] они идут весновать на Кадыру, на Пид.",ND,ND,,[transcribed_by: ...]
ex_2068,Barhahan,leave_LOC,LOC,leave,suru,manuscr,yes,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_WengentyMountain_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_WengentyMountain_nar.016 (001.016),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Nʼaɣnidʼašindawi owilaši šurumnərə Kadirala Pidila.,ND,"Весной [когда снег начинает таять] они идут весновать на Кадыру, на Пид.",ND,ND,,[transcribed_by: ...]
ex_2069,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_WeCameFromKemchug_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_WeCameFromKemchug_nar.011 (001.011),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Dolboltono šururəp gorotula.,ND,Вечером мы поехали в город.,ND,ND,,[transcribed_by: ...]
ex_2070,Barhahan,leave_LOC,LOC,leave,suru,manuscr,yes,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_MyLegDied_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_MyLegDied_nar.018 (001.018),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Šururə upkatʼ Kaštaktula kabakdula.,ND,"Все ушли на Каштак, в кабак.",ND,ND,,[transcribed_by: ...]
ex_2071,Barhahan,leave_LOC,LOC,leave,suru,manuscr,yes,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_MyLegDied_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_MyLegDied_nar.018 (001.018),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Šururə upkatʼ Kaštaktula kabakdula.,ND,"Все ушли на Каштак, в кабак.",ND,ND,,[transcribed_by: ...]
ex_2072,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_MyHusband_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_MyHusband_nar.005 (001.005),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Awɣararan malenʼko šururən Iranʼkanun oŋʼamarin — Kirilowdula nʼanakirdʼi.,ND,"Выздоровел немножко, пошел с Игранькой охотиться на сохатых, на р. Кирилову, с собаками.",ND,ND,,[transcribed_by: ...]
ex_2073,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_OrphanGirl_flk,NNR4,flk,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_OrphanGirl_flk.016 (001.016),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Gumatčarə: ""Dʼulawir šuruwɣat!""",ND,"Говорят друг другу: ""Пойдем домой!""",ND,ND,[StN] go-PASS?,[transcribed_by: ...]
ex_2074,Barhahan,leave_LOC,LOC,leave,suru,manuscr,yes,,,,Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_MakovskoyeAndSurroundings_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_MakovskoyeAndSurroundings_nar.029 (001.029),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Dʼiktəl irdʼarə, dʼiwšil irdʼarə, — amakan šurudʼarə tajɣaldula, hojdula.",ND,"Голубика¹⁾ поспеет, черника²⁾ поспеет — они скоро уйдут в тайгу, на болото.",ND,ND,,[transcribed_by: ...]
ex_2075,Barhahan,leave_LOC,LOC,leave,suru,manuscr,yes,,,,Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_MakovskoyeAndSurroundings_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_MakovskoyeAndSurroundings_nar.029 (001.029),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Dʼiktəl irdʼarə, dʼiwšil irdʼarə, — amakan šurudʼarə tajɣaldula, hojdula.",ND,"Голубика¹⁾ поспеет, черника²⁾ поспеет — они скоро уйдут в тайгу, на болото.",ND,ND,,[transcribed_by: ...]
ex_2076,Barhahan,leave_LOC,LOC,leave,suru,manuscr,yes,,,,Kemchug_river,Barhahan_R,Southern_sh,Ol_191X_MyGrandfatherWentToMalakeyskoye_nar,Ol,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Ol_191X_MyGrandfatherWentToMalakeyskoye_nar.036 (001.036),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Dʼur aŋanil bižikta — ilanitin aŋanil šururən bargiški Pidila.,ND,Два года жили — на третий год ушли за реку Пид.,ND,ND,[StN] Pidila - ?,[transcribed_by: ...]
ex_2077,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_StoneSpirit_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_StoneSpirit_nar.095 (001.095),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Urkiwə šomim, əšim ira da šurum Nakalikdula.",ND,"Дверь запираю, не захожу, а иду к Накалик.",ND,ND,,[transcribed_by: ...]
ex_2078,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,Ty2_191X_HareAndFox_flk,Ty2,flk,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Ty2_191X_HareAndFox_flk.052 (001.052),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Amaka, šuruwɣat dʼulawi!""",ND,"Дедушка, пойдем в юрту!""",ND,ND,,[transcribed_by: ...]
ex_2079,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_SpiritOfFire_flk,NNR4,flk,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_SpiritOfFire_flk.021 (001.021),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Hurilwi narən natardu da šururən ədilawi, irʼušinan.",ND,"Детей своих положила на нарту и пошла к своему мужу, повезла [их].",ND,ND,,[transcribed_by: ...]
ex_2080,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,same encoding for come,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_BadWifeAndDevil_flk,NNR4,flk,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_BadWifeAndDevil_flk.008 (001.008),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Dʼulawi šururən — əmərən dʼulawi.,ND,Домой пошел — пришел домой.,ND,ND,,[transcribed_by: ...]
ex_2081,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,caus,,,Kemchug_river,Barhahan_R,Southern_sh,Il_191X_ChildWasEaten_nar,Il,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Il_191X_ChildWasEaten_nar.008 (001.008),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Dʼulawi šuruwrən, ədijlawi gunən: ""Gakal kuŋakan!",ND,"Домой унесла, мужу сказала: ""Возьми ребенка!",ND,ND,,[transcribed_by: ...]
ex_2082,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,also traj,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_ChopOffLeg_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_ChopOffLeg_nar.014 (001.014),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Dilbika šoloki šururəp Pinčuɣala.,ND,Дылбика ушел вверх на р. Пинчугу.,ND,ND,[StN] why -p (NB clearly not -n),[transcribed_by: ...]
ex_2083,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_ShamanDied_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_ShamanDied_nar.025 (001.025),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Ašin šururan nakundulan — gundʼan: ""Šuruwɣat!""",ND,"Его жена пошла к его брату — говорит: ""Пойдем!""",ND,ND,,[transcribed_by: ...]
ex_2084,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_HuntingFragment_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_HuntingFragment_nar.344 (001.344),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Denʼ gundʼan: ""Šuruwɣat dʼulawir!""",ND,"Его товарищ говорит: ""Пойдем домой!""",ND,ND,[StN] dənʼ~denʼ - a strange form (consistently in this text)!,[transcribed_by: ...]
ex_2085,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_MakovskoyeAndSurroundings_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_MakovskoyeAndSurroundings_nar.039 (001.039),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Šunktalačalan, nʼan Kətʼdula šuruɣnərən — mučušiniɣnərə.",ND,"Если глубокий снег, опять на р. Кеть⁷⁾ идут — возвращаются.",ND,ND,[StN] Šunktalačalan - ??,[transcribed_by: ...]
ex_2086,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_Vagabonds_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_Vagabonds_nar.020 (001.020),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Nuɣanman ašin turadʼarən: ""Dʼabdula šurukal himatʼ!",ND,"Жена его ругает: ""Иди скорее к лодке!",ND,ND,,[transcribed_by: ...]
ex_2087,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_StoneSpirit_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_StoneSpirit_nar.083 (001.083),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Žid šururən Mindərlinskala da munil šurura.,ND,"Жид идет на Миндерлинскую поляну, и наши пошли.",ND,ND,,[transcribed_by: ...]
ex_2088,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_StoneSpirit_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_StoneSpirit_nar.074 (001.074),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Židok tikulən da əšin šururə Nekrasowduk, Mindərlinskala əšin šururən.",ND,"Жидок рассердился и не идет в Некрасово, не идет на Миндерлинскую поляну.",ND,ND,[StN] ABL 'Goal'?,[transcribed_by: ...]
ex_2089,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,Ty2_191X_HareAndFox_flk,Ty2,flk,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Ty2_191X_HareAndFox_flk.053 (001.053),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Amakanin šururən dʼulan munukan — əmərən.,ND,Заяц идет с дедушкой [медведем] в юрту — пришел.,ND,ND,"[StN] come - 3sg; house - why 3sg, not refl?",[transcribed_by: ...]
ex_2090,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_OnSocharaRiver_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_OnSocharaRiver_nar.058 (001.058),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Da Nasimowdula šururə.,ND,И в Назимову ушли.,ND,ND,,[transcribed_by: ...]
ex_2091,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_QuarrelsAndRobberies_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_QuarrelsAndRobberies_nar.046 (001.046),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Da tugi kušilɣat, da šuruwɣat dʼawildulawir.""",ND,"И так давайте подеремся и уйдем к лодкам"".",ND,ND,,[transcribed_by: ...]
ex_2092,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_Matchmaking_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_Matchmaking_nar.022 (001.022),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Hunktukan swadʼbala šuruɣnərən.,ND,И чужие на свадьбу ходят.,ND,ND,[StN] why leave (not come)?,[transcribed_by: ...]
ex_2093,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_StoneSpirit_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_StoneSpirit_nar.084 (001.084),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Iɣranʼka učašnan murindu, aminin učašnan, šururə Mindərlinskala, huktiwušna.",ND,"Игранька сел верхом на коня, [его?] отец сел на верхом, они поехали на Миндерлинскую поляну, быстро поехали [букв. побежали].",ND,ND,[StN] run-PASS,[transcribed_by: ...]
ex_2094,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_AboutReindeer_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_AboutReindeer_nar.001 (001.001),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Gʼala dunala šurumi hutakačar oɣnara, dəwaɣnəra, kərišiɣnəra čiktidadʼarə.",ND,"Идя в другую землю, делают котомки, красят, вышивают, бисером вышивают.",ND,ND,,[transcribed_by: ...]
ex_2095,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,the same encoding -- come,Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_TwoWives_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_TwoWives_nar.084 (001.084),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Əwənkildula šururən; əwənkildula əmərə.,ND,К эвенкам ушли; к эвенкам пришли.,ND,ND,,[transcribed_by: ...]
ex_2096,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_HuntingFragment_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_HuntingFragment_nar.040 (001.040),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Kasak šururan dʼulawi da Pompoti oronman nʼamiwa tašišnan.,ND,"Казак пошел к себе домой и погнал [т.е. увел с собой] оленя Помпоты, важенку.",ND,ND,,[transcribed_by: ...]
ex_2097,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,"Wilməl ~ Wilmə, LOC rather than ACC",Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_WeWentToTheKadiraRiver_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_WeWentToTheKadiraRiver_nar.012 (001.012),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Kaldal Wilməla šururə.,ND,Калдал идут на р. Вилмел.,ND,ND,[StN] lat?,[transcribed_by: ...]
ex_2098,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,also adv,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_OnSocharaRiver_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_OnSocharaRiver_nar.031 (001.031),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Labɣanakin — šururəp əjaki Jenisejdula.,ND,Когда [береста] пристала — мы ушли вниз по Енисею.,ND,ND,,[transcribed_by: ...]
ex_2099,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_MyMotherDied_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_MyMotherDied_nar.006 (001.006),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Okin bilɣalan šuruwdawir, tali hurilwan dʼawučidʼaran mewaklan ugila.",ND,"Когда [их] к могиле несут — тогда она детей держит над сердцем, сверху.",ND,ND,[StN] -klə! REFL.PL!,[transcribed_by: ...]
ex_2100,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_ShamansAndMurders_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_ShamansAndMurders_nar.101 (001.101),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Šonʼanɣo takindula huručo.,ND,Колонок под бревно ушел.,ND,ND,,[transcribed_by: ...]
ex_2101,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_HerbsAndTrees_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_HerbsAndTrees_nar.016 (001.016),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Šurdiptiratin dulgildʼarə, da hargila šurudʼara du dulgidʼara.",ND,"Красят украшения на одежде, уходят на улицу [букв. в лес], красят.",ND,ND,[StN] … du … - an error?,[transcribed_by: ...]
ex_2102,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_HuntingFragment_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_HuntingFragment_nar.167 (001.167),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Kum Wasilij šururən dʼulawi.,ND,Кум Василий пошел домой.,ND,ND,,[transcribed_by: ...]
ex_2103,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_MakovskoyeAndSurroundings_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_MakovskoyeAndSurroundings_nar.174 (001.174),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Minə gundʼan: ""Šurukal himat balaɣandula!",ND,"Мне говорит: ""Иди скорее в балаган!",ND,ND,,[transcribed_by: ...]
ex_2104,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_DyingAndIllPeople_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_DyingAndIllPeople_nar.101 (001.101),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Mini hrʼosnowo gadan Šudʼaliwə tukišinən dʼabdulawi, šuruwrən dʼulawi, gulawi.",ND,"Мой крестный отнес Шудяли на плечах в лодку, привез домой, в избу.",ND,ND,"[StN] Rychkov's translation - ?, house-LAT, hut-NOM",[transcribed_by: ...]
ex_2105,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_DrowningMan_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_DrowningMan_nar.002 (001.002),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Mini ədiw šururi simowjala.,ND,Мой муж ушел на зимовье.,ND,ND,,[transcribed_by: ...]
ex_2106,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,Kalk_191X_OnMindelRiver_nar,Kalk,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],Kalk_191X_OnMindelRiver_nar.005 (001.005),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Nʼan bu šururəp Mənʼdəldula aminunmi.,ND,Мы опять пошли на р. Миндель с отцом.,ND,ND,[StN] we=me and my father? Russian influence?,[transcribed_by: ...]
ex_2107,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,also adv traj,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_OnSocharaRiver_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_OnSocharaRiver_nar.009 (001.009),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Bu šururən əjaki Awerindula bajəlan — Awerindu dʼapkadun dʼuɣadʼašnəp.,ND,"Мы пошли вниз по реке на саму Аверину — на Авериной, на берегу летовали.",ND,ND,,[transcribed_by: ...]
ex_2108,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_HuntingFragment_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_HuntingFragment_nar.001 (001.001),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],"Bu šururəp tabordula, orordulawir irʼuɣatip, orodulawir əmərəp.",ND,"Мы пошли к табору, перекочевали со скарбом [букв. приволокли] к своим оленям, пришли к своим оленям.",ND,ND,[StN] orodulawir - error: =orordulawir?,[transcribed_by: ...]
ex_2109,Barhahan,leave_LOC,LOC,leave,suru,manuscr,,,,also ski,Kemchug_river,Barhahan_R,Southern_sh,NNR4_191X_HuntingFragment_nar,NNR4,nar,[place: ...],[region: ...],[dialect: ...],[subdialect: Barhahan],[collector: RKM],NNR4_191X_HuntingFragment_nar.252 (001.252),[title: ...],[year: 1910s],[year_from: ...],[year_to: ...],[speaker: ...],[gender: ...],Bu amaški šururəp dʼulawir.,ND,Мы пошли назад в юрту.,ND,ND,,[transcribed_by: ...]
